,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
4948,Civic,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
4949,Malibu,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,22000
4950,Furniture,Toyota,Automatic,Saudi,Full,2013,2.7,182000,68500
4952,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
4953,Taurus,Ford,Automatic,Other,Full,2016,3.5,110000,75000
4955,CX9,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
4958,Patrol,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
4961,Datsun,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
4965,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,42000
4967,Malibu,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,69000
4968,Yaris,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
4970,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,55000
4972,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,29000
4973,Malibu,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,35000
4974,Cerato,Kia,Automatic,Saudi,Full,2017,1.6,77500,42000
4976,C300,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,114000
4977,ES,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,116000
4979,Range Rover,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,103000
4980,Traverse,Chevrolet,Automatic,Other,Full,2016,3.5,154000,85000
4981,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,74000,36000
4982,S300,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,74000
4983,ES,Lexus,Automatic,Other,Full,2016,3.5,87000,119000
4984,Explorer,Ford,Automatic,Saudi,Semi Full,2004,4.0,400000,9000
4989,Hilux,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,63000
4991,Furniture,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
4992,Accord,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,72000
4993,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,95000
4994,Passat,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,35000
4995,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,46000
4997,Altima,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
4998,FJ,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,110000
5000,Traverse,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,20000
5001,Sonata,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,72910
5003,HRV,Honda,Automatic,Saudi,Standard,2021,1.8,6018,62000
5004,Taurus,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
5006,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
5008,Kona,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,70000
5011,Cadenza,Kia,Automatic,Saudi,Standard,2018,3.5,128000,52000
5015,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
5018,Cerato,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
5021,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,40500
5024,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
5026,Expedition,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
5028,Prado,Toyota,Automatic,Saudi,Full,2014,4.0,121000,109000
5030,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,32000
5031,Odyssey,Honda,Automatic,Saudi,Standard,2015,3.5,152000,45000
5034,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,100000
5036,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
5037,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
5039,Camaro,Chevrolet,Automatic,Other,Full,2017,3.6,118000,113000
5040,Sylvian Bus,Nissan,Manual,Saudi,Standard,2002,2.5,37000,42000
5042,CLA,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,126500
5043,Grand Cherokee,Jeep,Automatic,Other,Full,2012,8.0,210000,47000
5048,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
5049,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,26800
5052,Expedition,Ford,Automatic,Saudi,Full,2016,3.6,265000,115000
5053,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,29000
5055,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,136000
5057,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,95000
5062,Azera,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
5063,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,58000
5064,Charger,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,69000
5066,Mustang,Ford,Manual,Other,Full,2010,4.6,170,42000
5067,Expedition,Ford,Automatic,Saudi,Semi Full,2012,3.5,452000,40000
5069,Tahoe,Chevrolet,Automatic,Other,Full,2008,3.9,300,29000
5070,Corolla,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,56500
5072,Malibu,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,17000
5073,Azera,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,38000
5077,Hilux,Toyota,Manual,Saudi,Full,2017,2.7,119000,69000
5080,Blazer,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,63000
5082,Taurus,Ford,Automatic,Saudi,Standard,2014,2.0,152000,55000
5083,IS,Lexus,Automatic,Other,Full,2010,3.5,165000,45000
5085,Genesis,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,77000
5090,Cadenza,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
5091,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
5092,Soul,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
5093,Furniture,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
5097,Ciocca,Toyota,Automatic,Saudi,Full,2009,5.7,343000,60000
5098,Expedition,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,85000
5099,F150,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
5100,Taurus,Ford,Automatic,Saudi,Full,2015,3.5,180000,60000
5103,Traverse,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,45000
5106,H1,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,26000
5108,IS,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,197000
5112,Yukon,GMC,Automatic,Saudi,Standard,2011,5.3,156000,47000
5116,S,Mercedes,Automatic,Gulf Arabic,Full,2003,3.0,440000,16000
5118,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,62500
5119,Sonata,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
5120,Sportage,Kia,Automatic,Saudi,Full,2017,2.4,125000,65000
5125,Camry,Toyota,Manual,Saudi,Full,2005,1.6,360000,22000
5130,S,Mercedes,Automatic,Other,Full,2007,4.0,315000,42000
5132,Expedition,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
5134,ES,Lexus,Automatic,Other,Full,2007,3.5,196000,25000
5138,E,Mercedes,Automatic,Other,Standard,2019,2.0,28000,185000
5140,D-MAX,Isuzu,Manual,Saudi,Standard,2007,2.5,570000,27000
5141,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,41500
5143,Corolla,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,45500
5144,A,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
5145,Impala,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,60000
5146,Touareg,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,12000
5148,Suburban,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,163000
5150,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,42500
5152,Carnival,Kia,Automatic,Saudi,Full,2016,3.3,21000,65000
5153,Azera,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
5154,Lumina,Chevrolet,Automatic,Saudi,Standard,2006,3.8,306000,9000
5156,LX,Lexus,Automatic,Other,Full,2005,4.8,225000,45000
5158,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,33000
5160,GX,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
5161,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,25000
5164,Dzire,Others,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
5167,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,151000
5171,Tucson,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,49000
5172,Cerato,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
5173,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,38000
5174,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,108000
5176,F150,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,140000
5177,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,184000,70000
5178,Fluence,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,23000
5179,RX,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,180000
5180,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,175000,63000
5184,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,98000
5185,Azera,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,80000
5186,Land Cruiser 70,Toyota,Manual,Saudi,Standard,2012,4.0,94000,95000
5188,Camry,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,85000
5189,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,37000,28000
5190,Pajero,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,77000
5193,Yaris,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,35000
5194,C300,Chrysler,Automatic,Other,Full,2005,5.7,331000,15000
5195,Tahoe,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,130000
5196,Land Cruiser,Toyota,Automatic,Saudi,Standard,2020,4.0,560,190000
5197,C,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,110000
5198,Elantra,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,78500
5199,ES,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,115000
5201,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2019,4.0,58428,138500
5203,Range Rover,Land Rover,Automatic,Saudi,Full,2015,3.0,105000,190000
5205,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,23000
5206,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,53000
5207,Fluence,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,22000
5208,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,77000
5209,Accent,Hyundai,Automatic,Other,Standard,2016,1.4,151000,25000
5211,Accent,Hyundai,Manual,Saudi,Standard,2010,1.4,273000,12000
5212,Taurus,Ford,Automatic,Other,Full,2018,3.5,100000,89000
5213,Copper,Others,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,80000
5214,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,32000
5215,EC7,Geely,Automatic,Saudi,Full,2014,1.6,229000,18000
5216,Eado,Changan,Automatic,Saudi,Standard,2020,1.6,84000,42500
5217,Nitro,Dodge,Automatic,Saudi,Semi Full,2011,3.7,346410,15000
5218,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.5,63000,58000
5219,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,53000
5220,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,121000,48000
5221,Navara,Nissan,Automatic,Gulf Arabic,Full,2014,2.5,167,35000
5223,Taurus,Ford,Automatic,Other,Full,2015,3.5,104000,72000
5224,S300,Chrysler,Automatic,Other,Full,2018,3.6,66000,122000
5225,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,2.7,28000,110000
5226,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,58000
5227,Accord,Honda,Automatic,Saudi,Full,2016,3.5,167000,72000
5228,Sierra,GMC,Automatic,Saudi,Full,2016,5.3,144000,95000
5229,Fusion,Ford,Automatic,Saudi,Semi Full,2015,2.5,118000,43000
5230,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,106818,29500
5231,S,Mercedes,Automatic,Saudi,Full,2012,3.0,105,98000
5232,Land Cruiser,Toyota,Automatic,Saudi,Full,2016,4.0,179812,155000
5233,H1,Hyundai,Automatic,Saudi,Full,2012,2.4,240,25000
5234,GS,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,137000
5235,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,25234,44000
5237,Avante,Hyundai,Automatic,Other,Full,2017,1.6,110750,60000
5238,Cruze,Chevrolet,Automatic,Saudi,Standard,2013,1.6,181000,10000
5240,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2010,4.6,310000,81000
5243,Altima,Nissan,Automatic,Saudi,Semi Full,2013,2.5,134000,35000
5245,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,61000,63000
5247,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,179000,95000
5248,Accord,Honda,Automatic,Saudi,Semi Full,2019,2.0,18000,95000
5251,Sierra,GMC,Automatic,Saudi,Full,2021,9.0,100,178000
5252,Furniture,Toyota,Automatic,Saudi,Semi Full,2019,4.0,73909,116500
5253,C,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,140000,105000
5255,CX5,Mazda,Automatic,Saudi,Full,2021,2.5,4950,117000
5256,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,87000,50000
5257,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,108708,24000
5258,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,92000,36000
5261,Elantra,Hyundai,Automatic,Other,Semi Full,2017,1.6,91269,50000
5266,MKX,Others,Automatic,Saudi,Semi Full,2017,3.5,75000,125000
5268,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,92736,146500
5269,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2014,2.0,255000,53000
5270,Elantra,Hyundai,Automatic,Saudi,Standard,2019,2.0,95000,52000
5272,Dokker,Renault,Manual,Saudi,Semi Full,2016,1.0,155000,20000
5274,Carnival,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,85000,62000
5275,Camry,Toyota,Automatic,Saudi,Standard,2015,2.5,120000,48000
5276,H1,Hyundai,Automatic,Gulf Arabic,Semi Full,2013,2.4,246,31000
5277,6,Mazda,Automatic,Saudi,Standard,2018,2.5,71169,65000
5278,Sonata,Hyundai,Automatic,Saudi,Semi Full,2014,2.4,216000,41000
5281,Z350,Nissan,Automatic,Saudi,Semi Full,2006,3.5,105342,50000
5282,Yaris,Toyota,Automatic,Saudi,Semi Full,2019,1.6,18000,36000
5283,Pajero,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,104330,41500
5284,3008,Others,Automatic,Saudi,Full,2018,1.0,30000,79000
5285,Sonata,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,92000,84000
5286,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,106336,58500
5287,A8,Audi,Automatic,Saudi,Full,2016,3.0,42000,165000
5290,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2013,4.6,240000,105000
5292,Sorento,Kia,Automatic,Other,Standard,2011,2.4,160,30000
5295,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,82469,146500
5296,Navara,Nissan,Manual,Saudi,Semi Full,2015,2.5,119000,45000
5297,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,280,100000
5298,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,173000,69500
5299,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,55000,56000
5301,Cerato,Kia,Automatic,Saudi,Standard,2019,1.6,43629,43500
5303,S,Mercedes,Automatic,Saudi,Full,2009,3.5,174000,72000
5304,Caprice,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,236000,35000
5305,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,88000,34000
5306,CT-S,Cadillac,Automatic,Saudi,Full,2011,3.0,101000,40000
5307,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,91000,30000
5309,Van,Ford,Automatic,Other,Standard,2013,3.6,120,40000
5310,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2020,2.4,82000,88000
5314,Optima,Kia,Automatic,Saudi,Full,2015,2.4,129744,49500
5316,E,Mercedes,Automatic,Other,Full,2016,2.0,93000,117000
5319,Sierra,GMC,Automatic,Saudi,Standard,2020,3.0,24000,135000
5320,Azera,Hyundai,Automatic,Saudi,Full,2014,3.0,142000,50000
5321,Duster,Renault,Automatic,Saudi,Standard,2017,2.0,83000,26000
5322,Navara,Nissan,Manual,Saudi,Standard,2016,2.5,185000,43000
5323,Corolla,Toyota,Manual,Saudi,Standard,2014,2.0,276,23900
5324,Cerato,Kia,Automatic,Saudi,Semi Full,2014,1.6,175000,25000
5325,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,88288,51500
5326,Taurus,Ford,Automatic,Saudi,Standard,2015,3.5,140000,64000
5330,Sierra,GMC,Automatic,Saudi,Full,2017,6.2,124418,120000
5331,Victoria,Ford,Automatic,Saudi,Standard,2006,4.6,234000,22000
5334,Camry,Toyota,Automatic,Gulf Arabic,Full,2015,2.5,237171,50000
5336,XF,Others,Automatic,Saudi,Full,2015,3.5,100000,65000
5338,CX7,Mazda,Automatic,Saudi,Full,2010,2.3,170000,25000
5340,FJ,Toyota,Automatic,Saudi,Standard,2021,4.0,4893,136500
5341,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,68000,44000
5342,Fusion,Ford,Automatic,Saudi,Standard,2014,1.6,167000,35000
5343,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.0,160000,98000
5344,Rio,Kia,Automatic,Other,Standard,2014,1.4,203331,20000
5347,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2016,4.0,26000,115000
5348,Camry,Toyota,Automatic,Saudi,Standard,2019,2.5,105285,81500
5350,Sonata,Hyundai,Automatic,Unknown,Semi Full,2016,2.4,258000,38000
5352,RX,Lexus,Automatic,Saudi,Full,2019,3.5,129000,178000
5353,500,Others,Automatic,Gulf Arabic,Full,2020,1.4,7000,115000
5354,F150,Ford,Automatic,Saudi,Standard,2012,3.0,352000,38000
5356,Camry,Toyota,Automatic,Saudi,Semi Full,2016,2.4,77000,63000
5359,CX3,Mazda,Automatic,Saudi,Standard,2018,2.0,49000,55000
5360,Sportage,Kia,Automatic,Other,Semi Full,2016,1.7,90000,59000
5361,Land Cruiser Pickup,Toyota,Manual,Saudi,Standard,2006,4.0,406000,55000
5362,C,Mercedes,Automatic,Gulf Arabic,Full,2018,2.0,57000,175000
5367,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,126000,28000
5368,Patrol,Nissan,Automatic,Saudi,Full,2014,4.0,265000,100000
5369,Accord,Honda,Automatic,Saudi,Semi Full,2012,2.4,15000,58000
5370,Sonata,Hyundai,Automatic,Gulf Arabic,Semi Full,2016,2.0,280000,34000
5371,Sonata,Hyundai,Automatic,Gulf Arabic,Full,2016,1.5,73000,63000
5372,MKX,Others,Automatic,Other,Full,2016,3.7,99000,100000
5373,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,168347,30000
5374,Caprice,Chevrolet,Automatic,Saudi,Full,2009,6.2,200,70000
5375,Acadia,GMC,Automatic,Saudi,Semi Full,2016,3.6,148000,70000
5377,Prado,Toyota,Manual,Other,Full,2009,4.0,300000,50000
5378,Suburban,Chevrolet,Automatic,Saudi,Full,2013,5.3,283000,69000
5379,Sonata,Hyundai,Automatic,Saudi,Full,2012,2.4,257000,28000
5381,C,Mercedes,Automatic,Other,Full,2017,2.0,98000,148000
5382,Suburban,Chevrolet,Automatic,Saudi,Standard,2019,5.3,37000,148000
5383,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,4.6,180,110000
5384,Azera,Hyundai,Automatic,Saudi,Full,2018,3.5,76000,78000
5386,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.8,48000,85000
5387,E,Mercedes,Automatic,Saudi,Full,2019,2.0,109007,160000
5388,D-MAX,Isuzu,Manual,Saudi,Standard,2018,2.5,52849,69500
5389,X,BMW,Automatic,Saudi,Full,2007,4.8,260000,28000
5392,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,55398,49000
5393,Charger,Dodge,Automatic,Saudi,Semi Full,2016,3.6,129477,78500
5394,Countryman,Others,Automatic,Other,Full,2016,2.0,91000,69000
5395,H1,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,76000,59000
5396,Elantra,Hyundai,Automatic,Saudi,Standard,2017,1.6,99000,38500
5397,Tucson,Hyundai,Automatic,Saudi,Semi Full,2018,1.6,27900,72000
5398,Charger,Dodge,Automatic,Saudi,Full,2013,5.7,145000,35000
5399,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,90706,61500
5400,Land Cruiser,Toyota,Automatic,Saudi,Standard,2017,4.0,127453,166500
5401,Tahoe,Chevrolet,Automatic,Saudi,Standard,2009,5.3,400,35000
5402,Tahoe,Chevrolet,Automatic,Saudi,Standard,2016,5.3,194000,108000
5404,Taurus,Ford,Automatic,Saudi,Standard,2016,3.5,103000,70000
5405,F150,Ford,Automatic,Saudi,Full,2017,2.8,28000,175000
5407,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,245000,30000
5409,Elantra,Hyundai,Automatic,Saudi,Standard,2017,2.0,96000,43000
5410,RX5,MG,Automatic,Saudi,Full,2018,3.0,109000,49000
5411,Furniture,Toyota,Manual,Gulf Arabic,Semi Full,2010,2.7,200000,36000
5414,Sonata,Hyundai,Automatic,Other,Standard,2008,2.0,382,12000
5415,Grand Cherokee,Jeep,Automatic,Saudi,Full,2015,5.7,196,83000
5416,The 7,BMW,Automatic,Saudi,Full,2010,2.0,205,45000
5418,Elantra,Hyundai,Automatic,Saudi,Standard,2016,2.0,117000,39000
5421,Corolla,Toyota,Automatic,Gulf Arabic,Full,2014,1.6,197,29000
5425,Land Cruiser Pickup,Toyota,Manual,Saudi,Standard,2009,4.5,468000,65000
5426,6,Mazda,Automatic,Gulf Arabic,Semi Full,2018,2.0,25712,78000
5427,301,Others,Automatic,Saudi,Standard,2014,1.6,170000,18500
5431,Accent,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,25000,39000
5432,Optima,Kia,Manual,Other,Standard,2006,1.3,290000,6000
5433,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,83000,66000
5434,Prestige Plus,Genesis,Automatic,Saudi,Semi Full,2016,3.8,132300,70000
5435,Camry,Toyota,Automatic,Saudi,Semi Full,2016,2.7,194710,55000
5436,Taurus,Ford,Automatic,Saudi,Standard,2019,2.0,49000,82000
5437,Altima,Nissan,Automatic,Gulf Arabic,Semi Full,2015,2.5,94000,37000
5438,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,270,37000
5442,Optima,Kia,Automatic,Gulf Arabic,Standard,2017,2.4,75000,48000
5443,Malibu,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,260,22500
5446,6,Mazda,Automatic,Saudi,Semi Full,2016,2.5,100000,57000
5447,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,190000,65000
5451,Sonata,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,260,40000
5452,Countryman,Others,Manual,Other,Full,2017,1.4,100000,69000
5454,Hiace,Toyota,Manual,Saudi,Standard,2013,2.7,300000,42000
5455,Taurus,Ford,Automatic,Other,Full,2015,3.5,117000,69000
5457,Sierra,GMC,Automatic,Saudi,Full,2017,5.3,94000,117000
5459,Silverado,Chevrolet,Automatic,Saudi,Full,2014,8.0,48000,100000
5464,Malibu,Chevrolet,Automatic,Saudi,Standard,2019,1.5,127000,57000
5465,6,Mazda,Automatic,Other,Semi Full,2016,2.5,216000,40000
5466,Taurus,Ford,Automatic,Other,Semi Full,2010,3.5,380,28000
5467,Innova,Toyota,Automatic,Gulf Arabic,Full,2015,2.7,14000,43000
5468,GS3,Others,Automatic,Saudi,Full,2021,1.3,9000,57000
5472,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,105000,24000
5475,Sonata,Hyundai,Automatic,Saudi,Full,2017,2.4,88718,58000
5476,FJ,Toyota,Automatic,Saudi,Full,2013,4.0,364000,65000
5478,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,104688,26000
5480,Fusion,Ford,Automatic,Saudi,Semi Full,2015,2.5,157000,47000
5482,MKS,Others,Automatic,Gulf Arabic,Semi Full,2018,2.0,14000,115000
5483,Furniture,Toyota,Automatic,Saudi,Full,2015,2.7,157000,64000
5484,Sonata,Hyundai,Automatic,Saudi,Full,2017,2.5,154,49000
5485,Milan,Others,Automatic,Other,Full,2010,1.4,194,27000
5486,Malibu,Chevrolet,Automatic,Saudi,Full,2010,3.6,26000,17000
5488,Sierra,GMC,Automatic,Saudi,Semi Full,2016,5.3,205000,98000
5489,Edge,Ford,Automatic,Saudi,Standard,2017,3.5,89000,68000
5491,Impala,Chevrolet,Automatic,Saudi,Standard,2018,3.6,75000,64000
5492,Emgrand,Geely,Automatic,Saudi,Semi Full,2019,1.8,70000,35000
5495,Camry,Toyota,Manual,Saudi,Full,2001,1.4,399000,10000
5496,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,246000,57000
5497,Pajero,Mitsubishi,Automatic,Saudi,Full,2017,3.5,136000,67000
5499,Hiace,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,23000,49000
5500,Prestige,Genesis,Automatic,Saudi,Semi Full,2016,3.5,203000,78000
5502,Patrol,Nissan,Automatic,Gulf Arabic,Semi Full,2019,4.0,72000,160000
5503,Echo Sport,Ford,Automatic,Saudi,Semi Full,2021,1.5,4600,55000
5504,Corolla,Toyota,Automatic,Saudi,Standard,2016,1.6,139000,38000
5506,S,Mercedes,Automatic,Other,Full,2012,4.7,188000,80000
5508,Durango,Dodge,Automatic,Saudi,Full,2011,5.7,199000,40000
5509,Avalon,Toyota,Automatic,Other,Semi Full,2016,3.5,110000,73000
